lemma	status	detail
apartar	already_paired	ya estaba en el corpus
aparvar	already_paired	ya estaba en el corpus
apaxar	unresolved	sin equivalente ES seguro
apazugar	unresolved	sin equivalente ES seguro
apear	already_paired	ya estaba en el corpus
apedar	unresolved	sin equivalente ES seguro
apedrar	unresolved	sin equivalente ES seguro
apegañar	unresolved	sin equivalente ES seguro
apegar	already_paired	ya estaba en el corpus
apelar	already_paired	ya estaba en el corpus
apelicar	unresolved	sin equivalente ES seguro
apelidar	unresolved	sin equivalente ES seguro
apendoar	unresolved	sin equivalente ES seguro
apercibir	already_paired	ya estaba en el corpus
apertar	already_paired	ya estaba en el corpus
apesarar	unresolved	sin equivalente ES seguro
apestar	unresolved	sin equivalente ES seguro
apetecer	already_paired	ya estaba en el corpus
apetuñar	unresolved	sin equivalente ES seguro
apezar	unresolved	sin equivalente ES seguro
apiadar	unresolved	sin equivalente ES seguro
apicañar	unresolved	sin equivalente ES seguro
apicar	unresolved	sin equivalente ES seguro
apicoar	unresolved	sin equivalente ES seguro
apiñar	already_paired	ya estaba en el corpus
apisoar	already_paired	ya estaba en el corpus
aplacar	already_paired	ya estaba en el corpus
aplanar	unresolved	sin equivalente ES seguro
aplaudir	already_paired	ya estaba en el corpus
aplebear	unresolved	sin equivalente ES seguro
aplicar	already_paired	ya estaba en el corpus
apocopar	unresolved	sin equivalente ES seguro
apoderar	already_paired	ya estaba en el corpus
apodrentar	unresolved	sin equivalente ES seguro
apoiar	already_paired	ya estaba en el corpus
apoleirar	unresolved	sin equivalente ES seguro
apoltronar	unresolved	sin equivalente ES seguro
apoñer	already_paired	ya estaba en el corpus
apontoar	already_paired	ya estaba en el corpus
apor	added	apertium:atribuir
aporcar	unresolved	sin equivalente ES seguro
aporrear	unresolved	sin equivalente ES seguro
aportar	unresolved	sin equivalente ES seguro
aportuguesar	unresolved	sin equivalente ES seguro
apostar	already_paired	ya estaba en el corpus
apostatar	unresolved	sin equivalente ES seguro
apostemar	unresolved	sin equivalente ES seguro
apostilar	already_paired	ya estaba en el corpus
apostrofar	unresolved	sin equivalente ES seguro
apoucar	already_paired	ya estaba en el corpus
apoupiñar	unresolved	sin equivalente ES seguro
apousentar	unresolved	sin equivalente ES seguro
apoutar	unresolved	sin equivalente ES seguro
apouvigar	unresolved	sin equivalente ES seguro
apoxar	unresolved	sin equivalente ES seguro
apracer	unresolved	sin equivalente ES seguro
apradar	unresolved	sin equivalente ES seguro
aprazar	already_paired	ya estaba en el corpus
apreciar	already_paired	ya estaba en el corpus
aprehender	unresolved	sin equivalente ES seguro
apreixar	already_paired	ya estaba en el corpus
apremar	already_paired	ya estaba en el corpus
aprender	already_paired	ya estaba en el corpus
apresar	already_paired	ya estaba en el corpus
apresoirar	unresolved	sin equivalente ES seguro
aprestar	unresolved	sin equivalente ES seguro
apresurar	already_paired	ya estaba en el corpus
apretar	unresolved	sin equivalente ES seguro
aprisionar	unresolved	sin equivalente ES seguro
aproar	unresolved	sin equivalente ES seguro
aprobar	already_paired	ya estaba en el corpus
apromar	unresolved	sin equivalente ES seguro
aprontar	unresolved	sin equivalente ES seguro
apropiar	already_paired	ya estaba en el corpus
aproveitar	already_paired	ya estaba en el corpus
aprovisionar	unresolved	sin equivalente ES seguro
aproximar	already_paired	ya estaba en el corpus
apuñalar	already_paired	ya estaba en el corpus
apuntalar	unresolved	sin equivalente ES seguro
apuntar	already_paired	ya estaba en el corpus
apupar	already_paired	ya estaba en el corpus
apurar	already_paired	ya estaba en el corpus
apurrar	unresolved	sin equivalente ES seguro
apuxar	unresolved	sin equivalente ES seguro
aquecer	unresolved	sin equivalente ES seguro
aquedar	unresolved	sin equivalente ES seguro
aqueirar	unresolved	sin equivalente ES seguro
aquelar	unresolved	sin equivalente ES seguro
aqueloutrar	unresolved	sin equivalente ES seguro
aquendar	unresolved	sin equivalente ES seguro
aquietar	unresolved	sin equivalente ES seguro
aquilatar	unresolved	sin equivalente ES seguro
arabizar	unresolved	sin equivalente ES seguro
aramar	unresolved	sin equivalente ES seguro
arar	already_paired	ya estaba en el corpus
arbitrar	already_paired	ya estaba en el corpus
arborar	unresolved	sin equivalente ES seguro
arborecer	unresolved	sin equivalente ES seguro
arcar	unresolved	sin equivalente ES seguro
arcoxar	unresolved	sin equivalente ES seguro
arder	already_paired	ya estaba en el corpus
arear	unresolved	sin equivalente ES seguro
arengar	unresolved	sin equivalente ES seguro
arentar	unresolved	sin equivalente ES seguro
arfar	unresolved	sin equivalente ES seguro
argallar	already_paired	ya estaba en el corpus
argolar	unresolved	sin equivalente ES seguro
argomar	unresolved	sin equivalente ES seguro
argüír	unresolved	sin equivalente ES seguro
argumentar	already_paired	ya estaba en el corpus
aricar	unresolved	sin equivalente ES seguro
ariscar	unresolved	sin equivalente ES seguro
aristocratizar	unresolved	sin equivalente ES seguro
armar	already_paired	ya estaba en el corpus
aromatizar	unresolved	sin equivalente ES seguro
arpexar	unresolved	sin equivalente ES seguro
arpoar	unresolved	sin equivalente ES seguro
arquear	unresolved	sin equivalente ES seguro
arquexar	unresolved	sin equivalente ES seguro
arquivar	already_paired	ya estaba en el corpus
arrabar	unresolved	sin equivalente ES seguro
arrabear	unresolved	sin equivalente ES seguro
arrabuñar	unresolved	sin equivalente ES seguro
arraiar	unresolved	sin equivalente ES seguro
arraigar	added	apertium:arraigar
arramplar	unresolved	sin equivalente ES seguro
arrancar	already_paired	ya estaba en el corpus
arrandar	unresolved	sin equivalente ES seguro
arrandear	unresolved	sin equivalente ES seguro
arranxar	already_paired	ya estaba en el corpus
arrapañar	unresolved	sin equivalente ES seguro
arrarar	unresolved	sin equivalente ES seguro
arrasar	already_paired	ya estaba en el corpus
arrastrar	already_paired	ya estaba en el corpus
arraxar	unresolved	sin equivalente ES seguro
arre	unresolved	sin equivalente ES seguro
arrear	unresolved	sin equivalente ES seguro
arrebatar	already_paired	ya estaba en el corpus
arrebolar	already_paired	ya estaba en el corpus
arrecadar	unresolved	sin equivalente ES seguro
arrecantar	unresolved	sin equivalente ES seguro
arrecender	unresolved	sin equivalente ES seguro
arrecer	unresolved	sin equivalente ES seguro
arreconchegar	unresolved	sin equivalente ES seguro
arrecuar	unresolved	sin equivalente ES seguro
arrecunchar	unresolved	sin equivalente ES seguro
arredar	already_paired	ya estaba en el corpus
arredondar	unresolved	sin equivalente ES seguro
arrefecer	already_paired	ya estaba en el corpus
arrefriar	already_paired	ya estaba en el corpus
arregalar	unresolved	sin equivalente ES seguro
arregañar	unresolved	sin equivalente ES seguro
arregar	unresolved	sin equivalente ES seguro
arregazar	unresolved	sin equivalente ES seguro
arregoar	unresolved	sin equivalente ES seguro
arreguizar	unresolved	sin equivalente ES seguro
arreitar	unresolved	sin equivalente ES seguro
arrelar	unresolved	sin equivalente ES seguro
arrellar	unresolved	sin equivalente ES seguro
arreluar	unresolved	sin equivalente ES seguro
arremangar	unresolved	sin equivalente ES seguro
arremedar	unresolved	sin equivalente ES seguro
arremeter	already_paired	ya estaba en el corpus
arreminar	unresolved	sin equivalente ES seguro
arremollar	unresolved	sin equivalente ES seguro
arremuiñar	unresolved	sin equivalente ES seguro
arrendar	already_paired	ya estaba en el corpus
arrenegar	unresolved	sin equivalente ES seguro
arrenlar	unresolved	sin equivalente ES seguro
arrepañar	unresolved	sin equivalente ES seguro
arrepentir	added	apertium:arrepentir
arrepiar	already_paired	ya estaba en el corpus
arrepoñer	unresolved	sin equivalente ES seguro
arrepor	unresolved	sin equivalente ES seguro
arrepuiñar	unresolved	sin equivalente ES seguro
arrequecer	unresolved	sin equivalente ES seguro
arrequentar	unresolved	sin equivalente ES seguro
arrequichar	unresolved	sin equivalente ES seguro
arrestar	already_paired	ya estaba en el corpus
arrestrelar	unresolved	sin equivalente ES seguro
arretar	unresolved	sin equivalente ES seguro
arrexuntar	added	apertium:amancebar
arriar	unresolved	sin equivalente ES seguro
arribar	already_paired	ya estaba en el corpus
arrichar	unresolved	sin equivalente ES seguro
arrigar	unresolved	sin equivalente ES seguro
arrimar	already_paired	ya estaba en el corpus
arrincar	already_paired	ya estaba en el corpus
arrinconar	unresolved	sin equivalente ES seguro
arriscar	already_paired	ya estaba en el corpus
arrizar	unresolved	sin equivalente ES seguro
arroar	unresolved	sin equivalente ES seguro
arrocar	unresolved	sin equivalente ES seguro
arrochar	unresolved	sin equivalente ES seguro
arrodar	unresolved	sin equivalente ES seguro
arrodear	unresolved	sin equivalente ES seguro
arrogañar	unresolved	sin equivalente ES seguro
arrogar	unresolved	sin equivalente ES seguro
arroiar	already_paired	ya estaba en el corpus
arroibar	already_paired	ya estaba en el corpus
arrolar	already_paired	ya estaba en el corpus
arroldar	unresolved	sin equivalente ES seguro
arrolicar	unresolved	sin equivalente ES seguro
arrollar	unresolved	sin equivalente ES seguro
arromanzar	unresolved	sin equivalente ES seguro
arrombar	already_paired	ya estaba en el corpus
arrostrar	unresolved	sin equivalente ES seguro
arrotar	unresolved	sin equivalente ES seguro
arroubar	unresolved	sin equivalente ES seguro
arroupar	already_paired	ya estaba en el corpus
arrousar	unresolved	sin equivalente ES seguro
arroutar	unresolved	sin equivalente ES seguro
arroxar	already_paired	ya estaba en el corpus
arrubiar	already_paired	ya estaba en el corpus
arrufar	already_paired	ya estaba en el corpus
arrugar	unresolved	sin equivalente ES seguro
arruinar	already_paired	ya estaba en el corpus
arrumbar	unresolved	sin equivalente ES seguro
arruñar	unresolved	sin equivalente ES seguro
artellar	unresolved	sin equivalente ES seguro
articular	already_paired	ya estaba en el corpus
artillar	unresolved	sin equivalente ES seguro
artimañar	unresolved	sin equivalente ES seguro
arxentar	unresolved	sin equivalente ES seguro
arxilar	unresolved	sin equivalente ES seguro
arxoar	unresolved	sin equivalente ES seguro
asalar	unresolved	sin equivalente ES seguro
asalariar	unresolved	sin equivalente ES seguro
asaltar	already_paired	ya estaba en el corpus
asañar	unresolved	sin equivalente ES seguro
asar	already_paired	ya estaba en el corpus
asasinar	already_paired	ya estaba en el corpus
ascender	already_paired	ya estaba en el corpus
asear	unresolved	sin equivalente ES seguro
asedar	unresolved	sin equivalente ES seguro
asediar	already_paired	ya estaba en el corpus
asegundar	unresolved	sin equivalente ES seguro
asegurar	already_paired	ya estaba en el corpus
aseitar	already_paired	ya estaba en el corpus
asemellar	already_paired	ya estaba en el corpus
aseñorar	unresolved	sin equivalente ES seguro
asentar	already_paired	ya estaba en el corpus
asentir	already_paired	ya estaba en el corpus
aserar	unresolved	sin equivalente ES seguro
asesorar	already_paired	ya estaba en el corpus
asestar	already_paired	ya estaba en el corpus
asetear	unresolved	sin equivalente ES seguro
aseverar	already_paired	ya estaba en el corpus
asexar	already_paired	ya estaba en el corpus
asfaltar	already_paired	ya estaba en el corpus
asfixiar	already_paired	ya estaba en el corpus
asibilar	unresolved	sin equivalente ES seguro
asignar	already_paired	ya estaba en el corpus
asilar	unresolved	sin equivalente ES seguro
asimilar	already_paired	ya estaba en el corpus
asinar	already_paired	ya estaba en el corpus
asir	already_paired	ya estaba en el corpus
asistir	already_paired	ya estaba en el corpus
asnear	unresolved	sin equivalente ES seguro
asoar	unresolved	sin equivalente ES seguro
asoballar	already_paired	ya estaba en el corpus
asoberbiar	unresolved	sin equivalente ES seguro
asociar	already_paired	ya estaba en el corpus
asolagar	unresolved	sin equivalente ES seguro
asolar	already_paired	ya estaba en el corpus
asoleirar	unresolved	sin equivalente ES seguro
asollar	already_paired	ya estaba en el corpus
asomar	already_paired	ya estaba en el corpus
asombrar	already_paired	ya estaba en el corpus
asonar	unresolved	sin equivalente ES seguro
asoprar	unresolved	sin equivalente ES seguro
asosegar	unresolved	sin equivalente ES seguro
aspar	unresolved	sin equivalente ES seguro
asperxer	already_paired	ya estaba en el corpus
aspirar	already_paired	ya estaba en el corpus
asubelar	unresolved	sin equivalente ES seguro
asubiar	already_paired	ya estaba en el corpus
asucar	already_paired	ya estaba en el corpus
asumir	already_paired	ya estaba en el corpus
asustar	already_paired	ya estaba en el corpus
atabasar	unresolved	sin equivalente ES seguro
atacar	already_paired	ya estaba en el corpus
atafegar	already_paired	ya estaba en el corpus
atalaiar	unresolved	sin equivalente ES seguro
atalar	unresolved	sin equivalente ES seguro
atalingar	unresolved	sin equivalente ES seguro
atallar	already_paired	ya estaba en el corpus
atamañar	unresolved	sin equivalente ES seguro
atanar	unresolved	sin equivalente ES seguro
atanguer	unresolved	sin equivalente ES seguro
ataniscar	unresolved	sin equivalente ES seguro
atar	already_paired	ya estaba en el corpus
atardecer	already_paired	ya estaba en el corpus
atarraxar	unresolved	sin equivalente ES seguro
atascar	already_paired	ya estaba en el corpus
ataviar	already_paired	ya estaba en el corpus
ateigar	already_paired	ya estaba en el corpus
atemorizar	already_paired	ya estaba en el corpus
atempar	unresolved	sin equivalente ES seguro
atemperar	unresolved	sin equivalente ES seguro
atenazar	unresolved	sin equivalente ES seguro
atender	already_paired	ya estaba en el corpus
atentar	already_paired	ya estaba en el corpus
atenuar	already_paired	ya estaba en el corpus
atenzar	unresolved	sin equivalente ES seguro
ater	already_paired	ya estaba en el corpus
aterecer	unresolved	sin equivalente ES seguro
aterraplenar	unresolved	sin equivalente ES seguro
aterrar	already_paired	ya estaba en el corpus
aterrecer	already_paired	ya estaba en el corpus
aterrorizar	already_paired	ya estaba en el corpus
atesoirar	unresolved	sin equivalente ES seguro
atesourar	already_paired	ya estaba en el corpus
atestar	unresolved	sin equivalente ES seguro
atilar	unresolved	sin equivalente ES seguro
atinar	already_paired	ya estaba en el corpus
atinxir	already_paired	ya estaba en el corpus
atiplar	unresolved	sin equivalente ES seguro
atizar	unresolved	sin equivalente ES seguro
